Song,Performer,track_id,cluster_grouping,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Confessions Part II,Usher,7wBThXx7BGZHJJ3aN3OPvv,132,0.845,0.467,1.0,-7.6739999999999995,1.0,0.138,0.0586,0.0,0.0694,0.7020000000000001,138.007,4.0
Save It For A Rainy Day,Kenny Chesney,6wfTb2he5ANMQSFnlamnyi,133,0.5379999999999999,0.775,7.0,-5.48,1.0,0.0291,0.0053,0.0,0.0807,0.614,154.889,4.0
Love Done Gone,Billy Currington,6z6CGFbowofeJZCMmJ7Qnc,134,0.633,0.732,8.0,-2.989,1.0,0.0306,0.15,0.0,0.0737,0.813,126.946,4.0
The Motto,Drake Featuring Lil Wayne,4Kz4RdRCceaA9VgTqBhBfa,135,0.7659999999999999,0.442,1.0,-8.558,1.0,0.35600000000000004,0.00010700000000000001,6.12e-05,0.111,0.39,201.8,4.0
The Great Escape,Boys Like Girls,6GIrIt2M39wEGwjCQjGChX,136,0.423,0.94,1.0,-4.012,0.0,0.0635,0.0016600000000000002,0.0,0.17800000000000002,0.505,149.934,4.0
Simple,Florida Georgia Line,4L9Ds4mpD3SuYoWwFUlv16,98,0.36200000000000004,0.882,3.0,-3.717,1.0,0.0973,0.0791,0.0,0.15,0.8640000000000001,199.81099999999998,4.0
26 Cents,The Wilkinsons,2Qqby4S52keCDukyq5EcBZ,138,0.6409999999999999,0.462,11.0,-7.99,1.0,0.0265,0.65,0.0,0.159,0.317,101.06700000000001,4.0
Pass That Dutch,Missy Elliott,1MaI6NwdrqnE3mRzOYTpoo,259,0.899,0.645,10.0,-11.620999999999999,0.0,0.271,0.0435,0.10099999999999999,0.358,0.348,110.895,4.0
Love Me Harder,Ariana Grande & The Weeknd,5J4ZkQpzMUFojo1CtAZYpn,140,0.47200000000000003,0.7140000000000001,1.0,-4.388999999999999,0.0,0.0334,0.00937,0.0,0.0764,0.24,98.992,4.0
Burn,Jo Dee Messina,1ALL0q76OjQeBvkLmD3Tbo,57,0.43,0.708,7.0,-6.803999999999999,1.0,0.0351,0.133,0.0,0.23800000000000002,0.35600000000000004,173.706,4.0
The Hills,The Weeknd,7fBv7CLKzipRk6EC6TWHOB,296,0.58,0.565,0.0,-7.065,0.0,0.0488,0.0671,0.0,0.135,0.138,112.986,4.0
Sorry For Party Rocking,LMFAO,48kwdkeHEJEuMzcKklPv5b,143,0.6,0.877,5.0,-4.351,1.0,0.165,0.00213,0.0,0.413,0.55,133.998,4.0
Classic,MKTO,6FE2iI43OZnszFLuLtvvmg,232,0.72,0.7909999999999999,1.0,-4.689,1.0,0.124,0.0384,0.0,0.157,0.7559999999999999,102.071,4.0
Tequila,Dan + Shay,7Il2yWQmsqKgSkLQvHTPUI,248,0.474,0.594,11.0,-5.756,1.0,0.0289,0.0292,0.0,0.133,0.503,86.131,4.0
Careless Whisper,Seether,46eHxWRKmtYhUHPDRgclt6,146,0.413,0.943,2.0,-4.173,1.0,0.10400000000000001,5.3400000000000004e-05,0.00487,0.068,0.32799999999999996,134.077,4.0
Anywhere With You,Jake Owen,2yWtLaPCOUDyi7f1lOXCn5,147,0.475,0.9359999999999999,5.0,-2.545,1.0,0.0413,0.0418,0.0,0.0873,0.598,151.988,4.0
Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,3rDFqo8yv93PtTmdOYOPzX,148,0.674,0.87,5.0,-4.688,0.0,0.0452,0.0283,6.3e-06,0.145,0.26,125.943,4.0
She'll Leave You With A Smile,George Strait,0sKXWw2C1m3RMl4AX6JLlF,149,0.628,0.5660000000000001,4.0,-7.23,1.0,0.0224,0.602,0.00021600000000000002,0.20199999999999999,0.501,97.99799999999999,4.0
I Should Be...,Dru Hill,7qZWCIgHBgjyuUBOnGnD9k,179,0.596,0.7609999999999999,1.0,-4.17,0.0,0.0609,0.226,0.0,0.16699999999999998,0.48100000000000004,121.792,4.0
Who I Am,Jessica Andrews,3tEYaYV2rrsAcL6AcPxetH,11,0.419,0.6709999999999999,7.0,-5.364,1.0,0.0312,0.0125,0.0,0.115,0.311,83.90799999999999,4.0
Play That Song,Train,77hjM9bMmgfTGJXv14UFmi,100,0.392,0.825,0.0,-2.068,0.0,0.0535,0.0231,2.25e-06,0.0972,0.48200000000000004,98.959,4.0
Satisfaction,Eve,0klzutEUO6IX3QSmtRDFrq,153,0.85,0.5489999999999999,11.0,-3.176,0.0,0.451,0.23800000000000002,0.0,0.0988,0.603,93.50299999999999,4.0
What Goes Around...Comes Around,Justin Timberlake,4ZrEjG3Vef85NTve8ptC9Q,154,0.685,0.723,7.0,-4.791,1.0,0.17600000000000002,0.131,0.000935,0.5920000000000001,0.385,75.995,4.0
Say Something,Justin Timberlake Featuring Chris Stapleton,09ts3GnICqYEU5PkQCpJK3,155,0.7070000000000001,0.632,10.0,-7.031000000000001,1.0,0.0789,0.10300000000000001,1.09e-05,0.0841,0.37200000000000005,97.04,4.0
A Holly Jolly Christmas,Burl Ives,6XzpeMXDvLC86GvAfnUsIA,139,0.675,0.369,0.0,-13.004000000000001,1.0,0.0299,0.591,0.0,0.0971,0.8690000000000001,140.57299999999998,4.0
Smile,Vitamin C Featuring Lady Saw,5Xkvi3GZeRGah9e5px61gG,283,0.6509999999999999,0.76,2.0,-7.472,1.0,0.243,0.0244,8.82e-05,0.0772,0.506,190.365,4.0
Joey,Sugarland,504M3WFELlSIxDi3cf1RTL,277,0.523,0.716,7.0,-4.6080000000000005,1.0,0.0418,0.00125,0.00128,0.11900000000000001,0.261,121.98100000000001,4.0
Ho Hey,The Lumineers,0W4Kpfp1w2xkY3PrV714B7,159,0.685,0.466,0.0,-9.074,1.0,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,4.0
Boulevard Of Broken Dreams,Green Day,5GorCbAP4aL0EJ16frG2hd,207,0.496,0.682,8.0,-4.095,1.0,0.0294,0.005520000000000001,2.94e-05,0.0589,0.474,167.06,4.0
Save Tonight,Eagle-Eye Cherry,1t2Hq2WIBcZINOEnK6mdJG,161,0.547,0.693,0.0,-8.786,1.0,0.0353,9.240000000000001e-05,5.4600000000000006e-05,0.113,0.583,119.56700000000001,4.0
Birthday Sex,Jeremih,4NpDZPwSXmL0cCTaJuVrCw,111,0.675,0.545,7.0,-5.614,0.0,0.0443,0.261,0.0,0.162,0.445,60.048,4.0
Welcome Back,Mase,2XQY54Im8VrO4sd2tAmiv4,163,0.764,0.742,1.0,-2.33,1.0,0.18,0.0111,8.46e-05,0.321,0.504,88.43700000000001,4.0
Somebody That I Used To Know,Gotye Featuring Kimbra,4wCmqSrbyCgxEXROQE6vtV,164,0.857,0.517,0.0,-6.972,1.0,0.0384,0.565,0.000195,0.102,0.754,129.063,4.0
Like This,Kelly Rowland Featuring Eve,3sfydNh0QQAdnIAtDVG16H,165,0.6759999999999999,0.73,1.0,-5.962999999999999,1.0,0.267,0.00193,0.0,0.0627,0.489,178.11700000000002,4.0
Hey Daddy (Daddy's Home),Usher Featuring Plies,030OCtLMrljNhp8OWHBWW3,166,0.59,0.698,11.0,-4.262,1.0,0.0286,0.000176,0.0,0.107,0.35200000000000004,95.975,4.0
Drop The World,Lil Wayne Featuring Eminem,3e21cX0CVwzkQXiHz7WUQZ,14,0.505,0.9,1.0,-1.578,1.0,0.392,0.0763,0.0,0.20199999999999999,0.391,145.042,4.0
Whataya Want From Me,Adam Lambert,2rDwdvBma1O1eLzo29p2cr,168,0.44,0.6829999999999999,11.0,-4.732,0.0,0.0489,0.0070599999999999994,0.0,0.0593,0.445,185.94799999999998,4.0
Ice Cream Paint Job,Dorrough,3lwMGZ9M5Gq4usaZZLV4NK,169,0.8490000000000001,0.59,0.0,-8.367,1.0,0.428,0.000545,0.0,0.34299999999999997,0.6559999999999999,180.02599999999998,4.0
Caroline,Amine,5hTpBe8h35rJ67eAWHQsJx,170,0.941,0.335,5.0,-10.179,0.0,0.505,0.17,0.0,0.262,0.7070000000000001,120.041,4.0
Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,3keUgTGEoZJt0QkzTB6kHg,171,0.8959999999999999,0.672,10.0,-6.875,0.0,0.0479,0.0525,3.14e-05,0.12,0.523,105.098,4.0
Somebody's Hero,Jamie O'Neal,2iVkOIwx8qzVGlju9Hy4yY,172,0.493,0.735,1.0,-6.0120000000000005,1.0,0.0432,0.0771,0.0,0.107,0.626,164.05900000000003,4.0
Life,K-Ci & JoJo,5GorFaKkP2mLREQvhSblIg,161,0.634,0.528,1.0,-8.834,1.0,0.0309,0.11699999999999999,2.26e-06,0.0565,0.18,128.0,4.0
Lollipop,Lil Wayne Featuring Static Major,4P7VFiaZb3xrXoqGwZXC3J,174,0.828,0.433,0.0,-9.716000000000001,1.0,0.19899999999999998,0.0656,0.0008759999999999999,0.122,0.44,148.07299999999998,4.0
Lights,Ellie Goulding,7gUpO6td4OOnu0Lf9vhcIV,175,0.6829999999999999,0.789,8.0,-6.132000000000001,0.0,0.0353,0.0283,0.0492,0.11199999999999999,0.809,120.01299999999999,4.0
Roses,OutKast,6bUNEbXT7HovLW6BgPCBsb,176,0.7509999999999999,0.708,0.0,-5.645,1.0,0.0545,0.0481,1.83e-05,0.107,0.509,108.97,4.0
There She Goes,Sixpence None The Richer,43z6scIZU2QcEieMQFAJRG,177,0.498,0.789,10.0,-5.724,1.0,0.0319,0.0008560000000000001,5.83e-06,0.10400000000000001,0.455,120.176,4.0
All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",61QSuw5VlC0LTS8WMO356g,178,0.536,0.721,10.0,-6.44,0.0,0.386,0.062,0.0,0.8240000000000001,0.39299999999999996,117.139,5.0
Dip It Low,Christina Milian,4L55p6txv9vuCWhpNnY6eY,10,0.7909999999999999,0.725,11.0,-4.244,0.0,0.076,0.0111,0.00019099999999999998,0.0882,0.5539999999999999,84.57,4.0
When You Lie Next To Me,Kellie Coffey,6EwbFB8T0uIaaRCNwAIrnS,180,0.312,0.40399999999999997,5.0,-10.014,1.0,0.0293,0.184,0.0,0.306,0.115,138.425,4.0
Stacy's Mom,Fountains Of Wayne,27L8sESb3KR79asDUBu8nW,181,0.774,0.75,11.0,-4.927,0.0,0.0413,0.0021,1.85e-05,0.0808,0.925,118.015,4.0
Can't Get Enough,Willie Max Featuring Raphael Saadiq,4jVPSMp2lwJBZ7vFsfERX8,182,0.738,0.32799999999999996,8.0,-9.452,0.0,0.0551,0.0935,0.0056,0.138,0.259,56.998999999999995,4.0
#thatPOWER,will.i.am Featuring Justin Bieber,01TuObJVd7owWchVRuQbQw,175,0.797,0.608,6.0,-6.096,0.0,0.0583,0.00112,7.659999999999999e-05,0.0748,0.40299999999999997,128.0,4.0
I Don't Want To Wait,Paula Cole,5MDQNJ7SZTytJwCbWKqJDL,184,0.41,0.46799999999999997,11.0,-8.177,1.0,0.0553,0.298,1.1900000000000001e-05,0.0426,0.475,177.50799999999998,4.0
Falsetto,The-Dream,2P1e3xpjDhYFqOFeu8IWzS,185,0.728,0.557,0.0,-4.467,1.0,0.0317,0.152,2.27e-05,0.113,0.512,131.018,4.0
Like Glue,Sean Paul,6pbCkvCENw0suVGr4Ckkae,76,0.757,0.78,1.0,-5.038,1.0,0.319,0.0811,0.0,0.113,0.59,97.917,4.0
Sideways,Dierks Bentley,19DnL1HnJiijuEfaiS0Eus,187,0.624,0.915,5.0,-2.627,0.0,0.0364,0.141,0.0,0.386,0.815,108.046,3.0
Don't Drop That Thun Thun!,The FiNATTiCZ,4WO2JTS6sBERehLPzkGnff,188,0.6729999999999999,0.7440000000000001,11.0,-6.869,1.0,0.0327,0.000229,0.7170000000000001,0.175,0.136,139.079,4.0
F**kin' Perfect,P!nk,37Veo3TsREFZKvfZ0CaI4S,189,0.575,0.648,7.0,-4.747,1.0,0.0333,0.0383,0.0,0.364,0.494,92.021,4.0
The City Is Mine,Jay-Z Featuring BLACKstreet,6xj5XONwbafSu42ycQof5x,190,0.9109999999999999,0.7879999999999999,0.0,-2.984,0.0,0.192,0.00758,0.0,0.0452,0.735,98.007,4.0
Higher,Taio Cruz Featuring Travie McCoy,4PYTMO1VMWLPVvGUtqkUwv,191,0.528,0.9,8.0,-4.301,0.0,0.0759,0.0349,0.0,0.14400000000000002,0.5579999999999999,127.986,4.0
Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",4QNpBfC0zvjKqPJcyqBy9W,192,0.6709999999999999,0.9390000000000001,8.0,-3.2060000000000004,1.0,0.161,0.192,0.0,0.298,0.529,129.023,4.0
The Way I Live,Baby Boy Da Prince Featuring Lil Boosie,68Zq7PMcPIQE8ol1x3gAqw,193,0.8759999999999999,0.44799999999999995,0.0,-8.302999999999999,1.0,0.267,0.0176,0.0,0.0862,0.72,90.01899999999999,4.0
Come Get It Bae,Pharrell Williams,444P4wvSDa0SD5HE4YGx9B,194,0.934,0.7979999999999999,0.0,-5.665,1.0,0.0849,0.266,4.54e-05,0.0962,0.895,120.162,4.0
More Than Words,Frankie J,4RQFyVdJpn87nbz4pUGCRX,203,0.733,0.405,7.0,-8.74,1.0,0.0278,0.29100000000000004,0.0,0.365,0.467,100.02,4.0
We Fly High,Jim Jones,5rXkgeY6rpcHcsolCpXZHR,196,0.685,0.8,1.0,-6.564,1.0,0.298,0.0847,0.0,0.092,0.483,120.226,5.0
Teenage Dream,Katy Perry,55qBw1900pZKfXJ6Q9A2Lc,222,0.7190000000000001,0.804,10.0,-4.581,1.0,0.0355,0.0132,3.02e-06,0.139,0.605,119.999,4.0
Amnesia,5 Seconds Of Summer,1JCCdiru7fhstOIF4N7WJC,198,0.5720000000000001,0.499,2.0,-5.237,1.0,0.0311,0.0283,0.0,0.213,0.10800000000000001,101.59299999999999,4.0
All Of The Lights,Kanye West,22L7bfCiAkJo5xGSQgmiIO,199,0.541,0.8029999999999999,1.0,-3.284,1.0,0.0738,0.0796,1.7100000000000002e-05,0.17600000000000002,0.221,142.135,4.0
Jamboree,Naughty By Nature Featuring Zhane,3MPKTMJIxlORqcxw542HHK,200,0.8490000000000001,0.635,0.0,-9.425,1.0,0.266,0.0344,0.0,0.08199999999999999,0.856,92.00299999999999,4.0
NBAYoungboat,Lil Yachty Featuring NBA YoungBoy,6K2anECyrckidwf5wxS78Q,201,0.769,0.807,11.0,-2.966,1.0,0.306,0.0515,0.0,0.111,0.364,82.42200000000001,4.0
Otherside,Red Hot Chili Peppers,64BbK9SFKH2jk86U3dGj2P,199,0.45799999999999996,0.795,0.0,-3.265,1.0,0.0574,0.00316,0.000202,0.0756,0.513,123.229,4.0
When I Said I Do,Clint Black,6NBaOUmCVpNAaqBDFiJkCn,203,0.507,0.41100000000000003,10.0,-8.657,1.0,0.0276,0.308,0.0,0.106,0.184,102.806,3.0
A Different World,Bucky Covington,1IPFnPe6YsyzGePYS3ME2v,66,0.617,0.688,9.0,-4.959,1.0,0.0279,0.0407,0.0,0.0859,0.442,128.968,4.0
Out Here Grindin,"DJ Khaled Feat. Akon, Plies, Young Jeezy, Rick Ross, Ace Hood, Trick Daddy & Lil' Boosie",61RnPNHdba0aB7Itq2qCut,205,0.6459999999999999,0.8290000000000001,6.0,-1.953,0.0,0.147,0.0119,0.0,0.145,0.344,175.972,4.0
No Pigeons,Sporty Thievz Featuring Mr. Woods,6r78MF6BFaeEG8rBw9Y5nQ,206,0.79,0.6559999999999999,8.0,-11.13,0.0,0.301,0.00913,0.0,0.131,0.498,95.583,4.0
Welcome To The Black Parade,My Chemical Romance,5wQnmLuC1W7ATsArWACrgW,207,0.217,0.905,2.0,-4.103,1.0,0.0752,0.00028900000000000003,0.00011,0.222,0.23600000000000002,96.95,4.0
The Dolphin's Cry,Live,6FPnecQDKOWSAKDKBAZ7ZG,208,0.342,0.797,5.0,-5.9479999999999995,0.0,0.0407,0.00042699999999999997,1.3699999999999998e-05,0.161,0.37200000000000005,149.773,4.0
Hanging By A Moment,Lifehouse,0wqOReZDnrefefEsrIGeR4,209,0.531,0.855,1.0,-4.95,1.0,0.0352,0.000983,0.0,0.0716,0.424,124.57799999999999,4.0
Belly Dancer (Bananza),Akon,1bqZ94bPrrHyIpYux7rVj7,210,0.87,0.6809999999999999,10.0,-6.365,0.0,0.11800000000000001,0.0384,2.52e-06,0.805,0.6890000000000001,104.839,4.0
California King Bed,Rihanna,2dPOobBArCJotBAs0ThXqL,211,0.469,0.616,7.0,-3.841,1.0,0.0369,0.24600000000000002,0.0,0.138,0.341,169.878,4.0
Like You,Bow Wow Featuring Ciara,3jEqrIfwKO0M8ALu3TGilF,193,0.7140000000000001,0.6,6.0,-8.365,1.0,0.0876,0.0465,0.0,0.0646,0.504,82.01700000000001,4.0
Fine Again,Seether,4eTIe5eqds88bA9ua6p5p6,213,0.445,0.856,6.0,-2.978,0.0,0.0287,0.0005009999999999999,0.0113,0.23199999999999998,0.38,175.542,4.0
Perfect Storm,Brad Paisley,14UE0L5fL5TL0ohEiAv56X,63,0.53,0.753,0.0,-5.551,1.0,0.0346,0.365,4.1899999999999995e-05,0.26899999999999996,0.38,123.979,4.0
Can't Feel My Face,The Weeknd,22VdIZQfgXJea34mQxlt81,215,0.705,0.769,9.0,-5.526,0.0,0.0426,0.11199999999999999,0.0,0.105,0.59,107.939,4.0
Lovin' You Is Fun,Easton Corbin,5qNkZdbdfL9tQm1ppZmUrW,216,0.703,0.83,8.0,-3.028,1.0,0.0327,0.32,0.0,0.364,0.597,109.958,4.0
Broken,Seether Featuring Amy Lee,507bYMYfbm6sUS9iEAaeSd,217,0.44799999999999995,0.61,3.0,-2.695,0.0,0.0342,0.0102,0.000491,0.135,0.214,123.762,4.0
Applause,Lady Gaga,5ka2ajep9OAvU5Sgduhiex,218,0.669,0.78,7.0,-4.287,0.0,0.053,0.0265,1.63e-06,0.14300000000000002,0.738,139.945,4.0
Best Part,Daniel Caesar Featuring H.E.R.,1RMJOxR6GRPsBHL8qeC2ux,219,0.524,0.364,7.0,-10.209,1.0,0.0367,0.8079999999999999,0.0,0.1,0.436,75.24,4.0
Hometown Girl,Josh Turner,5C6uh95eAL0RBTSGXKQwvk,220,0.505,0.79,3.0,-5.442,0.0,0.035,0.263,0.0884,0.12300000000000001,0.445,155.934,4.0
Hit The Quan,iLoveMemphis,4OjuzM3rTWp3q60mEldNSF,193,0.741,0.488,8.0,-8.253,1.0,0.36200000000000004,0.00023500000000000002,0.0,0.0488,0.625,160.018,4.0
Caught Up,Usher,5zdUc1JRCImBYcDWgvFNpE,222,0.8170000000000001,0.8059999999999999,6.0,-4.606,1.0,0.0623,0.027000000000000003,9e-06,0.11900000000000001,0.805,110.086,4.0
This Kiss,Faith Hill,0TxXEbxn52XsuAhxb6VFZw,223,0.48,0.8320000000000001,11.0,-5.662999999999999,1.0,0.0426,0.13699999999999998,0.0,0.354,0.648,186.875,4.0
Help Pour Out The Rain (Lacey's Song),Buddy Jewell,4xWIqUIlfrusaaygS9RQsR,224,0.565,0.562,0.0,-7.43,1.0,0.0339,0.263,0.0,0.0994,0.652,75.035,4.0
No Such Thing As A Broken Heart,Old Dominion,0OlS52TmtK2gPaEtdmr7DN,225,0.65,0.782,8.0,-4.295,1.0,0.0721,0.295,0.0,0.107,0.9440000000000001,171.988,4.0
I Can't Sleep,Clay Walker,4wGKVFDAFaIkdmKqgKERuK,151,0.614,0.619,2.0,-5.345,1.0,0.0229,0.012,0.0,0.152,0.278,81.043,4.0
Bring It All To Me,Blaque,1cjBan0t4eBk2Y5j17hdyf,76,0.695,0.579,0.0,-5.066,1.0,0.0325,0.000479,0.0,0.0556,0.726,88.95700000000001,4.0
Sounds Like Life To Me,Darryl Worley,4eVikDUCG2zumfejHQxGbe,228,0.532,0.596,2.0,-6.5120000000000005,1.0,0.0282,0.0224,0.0,0.134,0.418,85.944,4.0
One Woman Man,Dave Hollister,6hdsNoZWIjPSjxcOnsjIxj,229,0.627,0.647,11.0,-6.818,1.0,0.0294,0.0457,0.0,0.0655,0.521,91.015,4.0
Just A Kiss,Lady Antebellum,2nRvKHh2mtOfIQ4jcAkP9q,230,0.593,0.639,1.0,-5.8260000000000005,1.0,0.0307,0.446,0.0,0.0998,0.332,142.881,4.0
Get The Party Started,P!nk,2u1hMwcB9TwziV6P7jdyxX,231,0.8059999999999999,0.902,11.0,-3.387,0.0,0.0475,0.0012699999999999999,0.0,0.212,0.961,128.94299999999998,4.0
Into The Night,Santana Featuring Chad Kroeger,5Hv1QAbRWrUSUHaT0CmnMS,232,0.595,0.8440000000000001,7.0,-4.678,1.0,0.0331,0.0137,0.0,0.23399999999999999,0.603,127.98100000000001,4.0
You Broke Up With Me,Walker Hayes,6UsoV6X96Rox9mfxoz7SFy,233,0.846,0.711,0.0,-7.939,1.0,0.061,0.496,0.0,0.247,0.883,120.01299999999999,4.0
Something In The Way You Move,Ellie Goulding,3ZCDG0nujwGfxrEmZlZoEt,234,0.6579999999999999,0.8140000000000001,1.0,-6.157,0.0,0.0493,0.0398,0.0,0.114,0.316,109.00399999999999,4.0
Got Ur Self A...,Nas,09wQdd0JQbkp9yKfRfwhjG,10,0.6990000000000001,0.8690000000000001,11.0,-4.263,0.0,0.23800000000000002,0.0118,0.0,0.0982,0.616,93.61200000000001,4.0
This Is How We Roll,Florida Georgia Line Featuring Luke Bryan,2TR7A4ulH9R1PNwMyd8o8U,236,0.555,0.9309999999999999,8.0,-2.969,1.0,0.0367,0.016,0.0,0.405,0.723,132.085,4.0
Badd,Ying Yang Twins Featuring Mike Jones & Mr. ColliPark,10951fKpymWEaw6AoAxjwK,237,0.5539999999999999,0.846,8.0,-5.932,1.0,0.387,0.0642,0.0,0.401,0.765,100.141,4.0
High School,Nicki Minaj Featuring Lil Wayne,6bzwoiUt0s1KDOedyy4OtQ,238,0.531,0.6829999999999999,1.0,-4.093,0.0,0.33299999999999996,0.135,0.00265,0.22,0.212,84.81700000000001,4.0
One Time,Justin Bieber,6eDApnV9Jdb1nYahOlbbUh,284,0.7070000000000001,0.833,1.0,-2.553,0.0,0.0359,0.0808,4.4200000000000004e-05,0.0778,0.7340000000000001,145.997,4.0
Something Just Like This,The Chainsmokers & Coldplay,6RUKPb4LETWmmr3iAEQktW,240,0.617,0.635,11.0,-6.769,0.0,0.0317,0.0498,1.4400000000000001e-05,0.16399999999999998,0.446,103.01899999999999,4.0
Work B**ch!,Britney Spears,3KliPMvk1EvFZu9cvkj8p1,241,0.629,0.8240000000000001,9.0,-6.53,1.0,0.159,0.155,0.000628,0.0651,0.852,128.01,4.0
The Rockafeller Skank,Fatboy Slim,7mCQK9YB25WZw1saUjfL4e,242,0.665,0.991,7.0,-6.725,1.0,0.256,0.0117,0.00392,0.33899999999999997,0.0676,152.596,4.0
Pop Style,Drake Featuring The Throne,5mPSyjLatqB00IkPqRlbTE,243,0.718,0.45799999999999996,4.0,-10.024,0.0,0.11699999999999999,0.187,3.43e-06,0.105,0.0514,132.998,4.0
Chasing The Sun,The Wanted,2I7TngtQc3oZO0fsyFDUAJ,244,0.643,0.725,7.0,-6.167000000000001,0.0,0.0899,0.247,0.0,0.507,0.665,128.002,4.0
We Run The Night,Havana Brown Featuring Pitbull,0mtPNQl5vePVwiI9Vykp7L,245,0.691,0.846,9.0,-4.322,0.0,0.174,0.0067599999999999995,0.0,0.289,0.7040000000000001,127.01100000000001,4.0
I Am,Mary J. Blige,4gGYiGsxhPYpsGIttWLwlT,246,0.599,0.565,11.0,-4.663,0.0,0.0334,0.0663,0.0,0.207,0.5760000000000001,82.251,4.0
Solo,Iyaz,3fV2ZnSsxgvXUHshkGCBdR,216,0.73,0.728,11.0,-3.113,1.0,0.0291,0.19699999999999998,0.0,0.19699999999999998,0.68,130.061,4.0
Your Everything,Keith Urban,3IgStZuiKavUbUPWn3Pyy6,248,0.5489999999999999,0.54,9.0,-5.76,1.0,0.027000000000000003,0.0399,0.0,0.0688,0.361,139.714,4.0
Free,Zac Brown Band,4bWlAEbGHhPKQNjhTstN2p,249,0.45299999999999996,0.41200000000000003,1.0,-7.539,1.0,0.0276,0.24,0.00021,0.10099999999999999,0.282,75.752,4.0
Disturbia,Rihanna,2VOomzT6VavJOGBeySqaMc,250,0.7070000000000001,0.813,11.0,-4.515,0.0,0.0571,0.0863,0.0,0.168,0.722,124.921,4.0
Too Much Of A Good Thing,Alan Jackson,24qqfbCW3pvwwsKuEpj6Xf,251,0.7120000000000001,0.496,2.0,-7.816,1.0,0.0237,0.19,0.000388,0.0966,0.473,108.036,4.0
Making Memories Of Us,Keith Urban,0Sg5kWoILCs2zBoIHIsDAa,252,0.687,0.45399999999999996,4.0,-9.379,1.0,0.0255,0.614,0.00010700000000000001,0.107,0.331,103.93,4.0
DNA.,Kendrick Lamar,6HZILIRieu8S0iqY8kIKhj,104,0.638,0.523,1.0,-6.664,1.0,0.35700000000000004,0.00454,0.0,0.0842,0.42200000000000004,139.91299999999998,4.0
I'd Rather,Luther Vandross,5oDM9YSQIlhuWa0awHF4Z2,37,0.705,0.467,0.0,-8.456,1.0,0.0298,0.23600000000000002,0.0,0.113,0.522,119.93799999999999,4.0
By Your Side,Sade,6aXGgKVRGXlMqQYCIQqo4s,255,0.653,0.433,11.0,-10.487,1.0,0.0295,0.0901,0.00394,0.0765,0.5820000000000001,146.097,4.0
Addicted,Simple Plan,1B8MHa0NveCF1ViBEOZWO5,133,0.522,0.7509999999999999,1.0,-5.46,1.0,0.0435,0.000491,2.22e-06,0.158,0.605,139.51,3.0
Man! I Feel Like A Woman!,Shania Twain,0IF0vGwaJQ8ZCh0QxhW6OV,257,0.6779999999999999,0.899,10.0,-2.937,1.0,0.048,0.637,0.0,0.34700000000000003,0.757,124.944,4.0
Better Than Me,Hinder,10fddGyyeUquZZ2uPTjD7P,258,0.452,0.675,2.0,-5.172000000000001,0.0,0.0305,0.20600000000000002,1.27e-06,0.172,0.23,139.87,4.0
None Of Ur Friends Business,Ginuwine,6t8JpJtI0PgVRSuMDGWZlH,206,0.83,0.414,9.0,-11.136,0.0,0.19699999999999998,0.243,0.0,0.627,0.556,99.234,4.0
Bank Account,21 Savage,2fQrGHiQOvpL9UgPvtYy6G,77,0.884,0.34600000000000003,8.0,-8.228,0.0,0.35100000000000003,0.0151,7.04e-06,0.0871,0.376,75.016,4.0
Sweet Lady,Tyrese,1Dx8rIZaXzZPvUQRF2j9hB,261,0.588,0.522,9.0,-6.254,0.0,0.0383,0.233,0.0,0.24,0.584,66.024,4.0
La La La,Naughty Boy Featuring Sam Smith,36pLU2ywVeBKEF0rrKtmCB,262,0.772,0.65,6.0,-5.202000000000001,0.0,0.0306,0.107,1.13e-06,0.0905,0.262,125.08200000000001,4.0
***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,0zVMzJ37VQNFUNvdxxat2E,263,0.639,0.659,8.0,-7.273,1.0,0.215,0.24100000000000002,8.33e-06,0.484,0.457,136.80100000000002,4.0
More Girls Like You,Kip Moore,73WWkaWkIRSP3MYGZ14aY4,264,0.555,0.746,2.0,-5.522,1.0,0.033,0.00825,0.0,0.0796,0.7120000000000001,75.01,4.0
Chandelier,Sia,2s1sdSqGcKxpPr5lCl7jAV,265,0.39899999999999997,0.787,1.0,-2.88,1.0,0.0499,0.0197,6.07e-05,0.0685,0.5720000000000001,117.089,5.0
Honky Tonk Badonkadonk,Trace Adkins,1VdHooAMVaGXPSty8pifv9,266,0.536,0.943,11.0,-5.317,0.0,0.10800000000000001,0.39899999999999997,2.27e-05,0.225,0.622,123.759,4.0
Simon Says,Pharoahe Monch,7F9FgsJXWvFENrhLYtYymg,91,0.6829999999999999,0.9159999999999999,1.0,-3.8569999999999998,1.0,0.429,0.16899999999999998,1.63e-05,0.126,0.5529999999999999,93.488,4.0
